-572700675 1 40.0 20
-572700677 1 10.0 51
-572700679 1 30.0 82
-572712660 1 10.0 18
-572711330 1 10.0 42
-572712661 1 30.0 36
-572712662 1 10.0 17
-572711332 1 10.0 60
-572712663 1 30.0 11
-572712664 1 30.0 30
-572711323 1 10.0 61
-572712654 1 10.0 9
-572711324 1 10.0 29
-572712655 1 10.0 22
-572712656 1 10.0 16
-572711326 1 10.0 29
-572712657 1 10.0 55
-572711327 1 10.0 104
-572712658 1 10.0 23
-572712659 1 10.0 16
-572711329 1 10.0 9
-572700681 1 10.0 71
-572700680 1 10.0 86
-572700683 1 60.0 129
-572700682 1 10.0 69
-572700685 1 10.0 65
-572700687 1 10.0 59
-572700686 1 10.0 105
-572700689 1 10.0 41
-572700688 1 10.0 65
-572712670 1 10.0 16
-572711340 1 10.0 60
-572712671 1 10.0 69
-572712672 1 10.0 20
-572711342 1 10.0 37
-572712673 1 10.0 24
-572712674 1 10.0 22
-572711344 1 10.0 58
-572712675 1 10.0 20
-572711334 1 10.0 69
-572712665 1 10.0 18
-572711335 1 10.0 92
-572712666 1 30.0 17
-572712667 1 30.0 40
-572711337 1 10.0 17
-572712668 1 10.0 13
-572712669 1 10.0 34
-572711339 1 10.0 46
-572700692 1 10.0 24
-572700694 1 10.0 79
-572700693 1 10.0 83
-572700696 1 10.0 65
-572700695 1 10.0 42
-572700698 1 10.0 121
-572700697 1 10.0 14
-572712680 1 30.0 48
-572712681 1 10.0 19
-572711351 1 10.0 23
-572712682 1 10.0 35
-572711352 1 10.0 45
-572712683 1 10.0 19
-572711353 1 10.0 37
-572712684 1 10.0 40
-572711354 1 10.0 77
-572712685 1 10.0 42
-572711355 1 10.0 33
-572712686 1 10.0 18
-572711345 1 10.0 64
-572712676 1 10.0 66
-572712677 1 10.0 33
-572711347 1 10.0 78
-572712678 1 10.0 27
-572712679 1 30.0 16
-572711349 1 10.0 34
-572711360 1 10.0 49
-572712691 1 10.0 18
-572711361 1 10.0 64
-572712692 1 10.0 60
-572711362 1 10.0 64
-572712693 1 10.0 66
-571728365 4 80.0 108
-572711363 1 10.0 40
-572712694 1 10.0 50
-572711364 1 10.0 36
-572712695 1 10.0 26
-572711365 1 10.0 68
-572712696 1 30.0 27
-572711366 1 10.0 31
-572712697 1 10.0 20
-572711356 1 30.0 24
-572712687 1 10.0 32
-572711357 1 10.0 23
-572712688 1 10.0 65
-572712689 1 10.0 15
-572711359 1 10.0 59
-572711370 1 10.0 36
-572711371 1 10.0 28
-572711372 1 10.0 92
-572711373 1 10.0 52
-572711374 1 10.0 18
-572711375 1 10.0 100
-572711377 1 10.0 75
-572711367 1 10.0 64
-572712698 1 10.0 43
-572711368 1 10.0 36
-572712699 1 10.0 17
-572711369 1 10.0 27
572706419 1 10.0 42
572706418 1 10.0 30
572706417 1 10.0 14
572706416 1 10.0 12
-572711380 1 10.0 29
-572711381 1 10.0 14
-572711382 1 10.0 30
-572711383 1 10.0 63
-572711384 1 10.0 47
-572711385 1 10.0 29
-572711386 1 10.0 30
-572711387 1 10.0 37
-572711388 1 10.0 49
572706426 1 10.0 9
-572711379 1 10.0 31
572706425 1 10.0 19
572706424 1 10.0 75
572706423 1 10.0 18
572706429 1 10.0 57
572706428 1 10.0 28
572706427 1 10.0 49
572706422 1 10.0 18
572706421 1 10.0 33
572706420 1 10.0 33
-572711390 1 10.0 18
-572711391 1 10.0 36
-572711392 1 10.0 27
-572711393 1 10.0 65
-572711394 1 10.0 21
-572711395 1 10.0 24
-572711396 1 10.0 90
-572711397 1 10.0 33
-572711398 1 10.0 30
572706437 1 10.0 16
572706436 1 10.0 97
572706435 1 10.0 15
572706434 1 40.0 17
572706438 1 10.0 74
-572706800 3 60.0 77
572706433 1 40.0 104
572706432 1 10.0 31
572706431 1 10.0 30
572706430 1 10.0 20
572706445 1 10.0 18
572705119 1 10.0 102
572706444 1 10.0 47
572706443 1 10.0 60
572706442 1 10.0 20
572706441 1 10.0 60
572713551 1 10.0 52
572713552 1 10.0 15
572713553 1 10.0 18
572713554 1 10.0 38
572713555 1 10.0 17
572713556 1 10.0 15
572713557 1 10.0 4
572713558 1 10.0 25
572712227 1 10.0 52
572713550 1 30.0 71
572712229 1 10.0 3
572712228 1 10.0 32
572713559 1 10.0 88
572713540 1 10.0 26
572713541 1 10.0 32
572713542 1 10.0 31
572713543 1 30.0 63
572713544 1 30.0 44
572713545 1 10.0 29
572713546 1 10.0 18
572713547 1 10.0 31
572713548 1 10.0 8
572713549 1 30.0 44
572713574 1 10.0 23
572713575 1 30.0 20
572713576 1 10.0 198
572713577 1 30.0 27
572713578 1 30.0 10
572713570 1 10.0 77
572713562 1 10.0 16
572713564 1 10.0 27
572713565 1 10.0 14
572713566 2 40.0 65
572713567 2 40.0 20
572713568 1 10.0 41
572713569 1 10.0 40
572713561 1 10.0 36
572713595 1 10.0 149
572713596 1 10.0 24
572713597 1 10.0 35
572713598 2 40.0 28
572713590 1 10.0 27
572713591 1 40.0 30
572713592 1 10.0 23
572713593 1 10.0 17
572713594 1 10.0 45
572713584 1 10.0 21
572713585 1 10.0 70
572713586 1 10.0 44
572713587 1 10.0 49
572713588 1 10.0 31
572713589 1 10.0 13
572713580 1 30.0 46
572713581 1 10.0 36
572712254 1 10.0 40
572713582 1 10.0 30
572712253 1 10.0 36
572713583 1 10.0 21
-572717537 1 10.0 42
-572706890 3 60.0 147
-572717538 1 10.0 26
-572706892 4 60.0 51
-572717539 1 10.0 6
-572706893 4 60.0 24
-572706894 4 60.0 64
-572706895 4 60.0 36
571719978 1 40.0 121
571719979 1 40.0 232
-572706799 4 60.0 175
-572706797 4 60.0 68
572713610 1 10.0 49
572713611 1 10.0 8
572713612 1 10.0 23
572713613 1 10.0 12
-572717456 1 10.0 17
572702955 1 10.0 122
-572717457 1 10.0 9
572713614 1 10.0 8
572713615 1 10.0 49
572713616 1 40.0 55
572713617 1 40.0 41
572713618 1 10.0 30
572714949 1 10.0 63
572713619 1 10.0 5
-572717462 1 30.0 35
-572717463 1 10.0 23
572713600 1 10.0 72
-572717460 1 10.0 15
572713601 1 30.0 45
-572717461 1 30.0 51
572713602 1 30.0 23
572701636 3 60.0 17
572713603 1 10.0 34
572713604 1 10.0 41
572713605 1 10.0 23
572713606 1 10.0 7
572713607 1 10.0 20
572713630 1 10.0 8
572713631 1 10.0 50
-572717473 3 60.0 102
572713632 1 10.0 57
572713633 1 10.0 48
572713634 1 10.0 60
572713635 1 10.0 4
-572717476 3 60.0 19
572713636 1 10.0 12
572713637 1 10.0 4
572713638 1 10.0 4
572713639 1 10.0 34
572714950 3 60.0 44
572713621 1 10.0 43
572713622 1 10.0 46
572713623 1 10.0 7
572713624 1 10.0 23
572702984 1 10.0 48
572702986 5 60.0 7
572713626 1 10.0 75
572713627 1 10.0 51
572713629 1 10.0 47
572713650 1 30.0 25
572713651 1 30.0 81
572713652 1 10.0 28
572713653 1 10.0 26
572713654 1 10.0 8
571719980 1 40.0 300
572713655 1 10.0 24
572713656 1 10.0 37
571719982 1 40.0 203
572713657 1 10.0 8
572713659 1 10.0 78
572713640 1 30.0 4
572713641 1 10.0 32
572713642 1 30.0 44
572713643 1 30.0 17
572713644 1 10.0 8
572713645 1 10.0 23
572713646 1 10.0 47
572700348 2 40.0 60
572700349 1 10.0 54
572713647 1 10.0 67
572713648 1 10.0 19
572713649 1 10.0 10
572705127 1 10.0 13
571728031 1 60.0 3
572705126 1 10.0 36
572705129 1 10.0 22
572705120 1 10.0 53
-572700601 5 60.0 77
-572700605 1 40.0 40
-572700606 1 10.0 100
572705136 1 10.0 29
572705137 1 10.0 57
572705130 1 10.0 100
572705131 1 10.0 58
572705134 1 10.0 12
572705135 1 10.0 38
572705132 1 10.0 67
572705133 1 10.0 112
-572700614 1 10.0 54
-572700616 1 10.0 69
-572700615 1 10.0 89
-572700617 1 10.0 119
572705149 1 10.0 34
572705148 1 10.0 49
571728019 4 60.0 43
571728017 1 60.0 79
572705145 2 60.0 56
572705146 1 10.0 49
572705143 2 60.0 58
572705144 2 60.0 56
-572700625 1 40.0 40
-572700624 1 10.0 65
572705160 1 10.0 45
-572700627 1 10.0 68
-572700626 3 60.0 133
-572700629 1 10.0 27
571728022 1 60.0 83
-572712600 1 10.0 35
571728023 1 60.0 22
-572712601 1 10.0 88
572705158 1 10.0 43
-572712602 1 10.0 30
572705159 1 30.0 56
-572712603 1 10.0 36
-572712604 1 10.0 33
-572712605 1 10.0 17
-572712606 1 10.0 28
-572712607 1 10.0 15
572705152 1 10.0 33
-572712608 1 10.0 28
572705153 1 10.0 53
-572712609 1 10.0 15
571728028 4 60.0 81
572705150 1 10.0 64
571728029 1 10.0 6
572705151 1 10.0 52
572705156 1 10.0 39
572705157 1 10.0 19
572705154 1 10.0 22
572705155 1 10.0 38
-572700632 1 40.0 84
-572700638 1 10.0 77
-572700639 1 60.0 120
-572712620 1 10.0 5
-572712610 1 10.0 12
-572712611 1 10.0 19
-572712612 1 10.0 48
572705169 1 10.0 23
-572712613 1 10.0 6
-572712614 1 10.0 31
-572712615 1 10.0 20
-572712616 1 10.0 33
-572712617 1 10.0 19
-572712618 1 10.0 34
572705163 1 10.0 144
-572712619 1 10.0 23
572705164 1 40.0 79
572705161 1 10.0 75
572705162 1 10.0 27
572705167 2 40.0 24
572705168 1 10.0 42
572705165 3 60.0 88
572702908 1 10.0 90
572705181 1 40.0 16
-572700646 1 10.0 69
572705182 1 10.0 16
572705180 1 40.0 58
572702903 1 30.0 76
572702902 1 30.0 74
572702905 1 10.0 73
572702904 1 10.0 75
-572712630 1 10.0 19
572702907 1 10.0 60
-572711300 1 10.0 34
572702906 1 10.0 34
-572712621 1 10.0 26
-572712623 1 10.0 12
-572712624 1 10.0 66
-572712625 1 10.0 48
-572712626 1 10.0 9
-572712627 1 10.0 18
-572712628 1 30.0 44
-572712629 1 30.0 17
572705174 3 60.0 5
572705175 1 10.0 25
572705172 1 40.0 103
-572700650 1 10.0 65
-572701982 1 10.0 73
572705178 3 60.0 101
-572701983 1 10.0 113
572705179 1 10.0 142
-572700652 1 10.0 72
-572700651 1 30.0 119
-572701981 1 10.0 65
572705177 1 10.0 119
-572700654 1 40.0 88
-572701986 1 10.0 86
-572700653 1 10.0 70
